Rk,Player,Season,Pos,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Balance,all_nba
64,Derrick Brown,2009,SF,CHA,57,535,68,147,0.463,2,7,0.286,66,140,0.471,0.469,48,72,0.667,31,47,78,19,21,10,19,53,186,12.6,0.52,0.048,0.49,7.1,10.4,8.8,6.0,2.1,1.5,9.6,17.2,0.5,0.8,1.3,0.114,-1.7,1.1,-0.6,0.2,0.5365853658536586,0.0
65,Devin Brown,2009,SG,TOT,50,1060,136,361,0.377,58,164,0.354,78,197,0.396,0.457,69,86,0.802,29,95,124,65,33,6,62,72,399,10.0,0.5,0.454,0.238,3.2,10.6,6.8,9.1,1.6,0.4,13.5,19.8,-0.2,0.6,0.4,0.017,-1.9,-0.8,-2.7,-0.2,,0.0
65,Devin Brown,2009,SG,NOH,39,967,128,325,0.394,54,147,0.367,74,178,0.416,0.477,69,86,0.802,27,82,109,58,30,5,57,62,379,10.9,0.522,0.452,0.265,3.2,10.1,6.6,9.0,1.6,0.4,13.6,19.8,0.1,0.5,0.6,0.031,-1.4,-0.8,-2.2,0.0,0.4512195121951219,0.0
65,Devin Brown,2009,SG,CHI,11,93,8,36,0.222,4,17,0.235,4,19,0.211,0.278,0,0,,2,13,15,7,3,1,5,10,20,0.4,0.278,0.472,0.0,2.4,15.3,9.0,10.9,1.7,0.8,12.2,19.8,-0.4,0.1,-0.3,-0.129,-8.0,-0.3,-8.3,-0.1,0.5,0.0
66,Kwame Brown,2009,C,DET,48,660,62,124,0.5,0,1,0.0,62,123,0.504,0.5,33,98,0.337,53,124,177,22,15,12,43,93,157,7.9,0.47,0.008,0.79,9.1,24.3,16.2,5.1,1.2,1.5,20.5,14.7,-0.6,0.5,-0.1,-0.009,-5.0,-0.6,-5.6,-0.6,0.3292682926829268,0.0
67,Shannon Brown,2009,SG,LAL,82,1700,253,592,0.427,62,189,0.328,191,403,0.474,0.48,99,121,0.818,30,153,183,108,57,31,67,129,667,12.4,0.517,0.319,0.204,2.0,10.0,6.0,9.9,1.7,1.4,9.4,18.8,1.1,2.3,3.4,0.096,-1.2,0.8,-0.4,0.7,0.6951219512195121,0.0
68,Kobe Bryant,2009,SG,LAL,73,2835,716,1569,0.456,99,301,0.329,617,1268,0.487,0.488,439,541,0.811,78,313,391,365,113,20,233,187,1970,21.9,0.545,0.192,0.345,3.1,12.2,7.7,23.8,2.1,0.5,11.4,32.3,5.4,4.0,9.4,0.16,3.9,0.2,4.1,4.4,0.6951219512195121,1.0
69,Chase Budinger,2009,SF,HOU,74,1488,249,565,0.441,92,249,0.369,157,316,0.497,0.522,67,87,0.77,38,182,220,88,34,11,48,85,657,14.1,0.545,0.441,0.154,2.8,14.6,8.5,9.7,1.2,0.5,7.4,19.4,1.9,1.2,3.1,0.1,1.1,-0.7,0.5,0.9,0.5121951219512195,0.0
70,Caron Butler,2009,SF-SG,TOT,74,2783,450,1051,0.428,42,145,0.29,408,906,0.45,0.448,264,315,0.838,104,357,461,156,116,24,160,193,1206,13.7,0.507,0.138,0.3,4.3,14.9,9.5,9.2,2.2,0.7,11.9,22.1,0.6,2.9,3.5,0.061,-1.3,0.0,-1.3,0.5,,0.0
70,Caron Butler,2009,SF,WAS,47,1853,293,694,0.422,25,95,0.263,268,599,0.447,0.44,185,211,0.877,68,248,316,107,68,15,113,126,796,13.5,0.506,0.137,0.304,4.2,15.6,9.8,9.6,1.9,0.6,12.6,22.0,0.4,1.7,2.1,0.054,-1.1,-0.2,-1.3,0.3,0.3170731707317073,0.0
70,Caron Butler,2009,SG,DAL,27,930,157,357,0.44,17,50,0.34,140,307,0.456,0.464,79,104,0.76,36,109,145,49,48,9,47,67,410,14.2,0.509,0.14,0.291,4.5,13.3,8.9,8.5,2.7,0.7,10.5,22.3,0.2,1.2,1.4,0.075,-1.6,0.3,-1.3,0.2,0.6707317073170732,0.0
71,Rasual Butler,2009,SF,LAC,82,2702,356,870,0.409,145,432,0.336,211,438,0.482,0.493,122,145,0.841,39,201,240,116,36,68,79,121,979,10.7,0.524,0.497,0.167,1.7,8.7,5.1,6.8,0.7,1.9,7.8,17.0,1.8,0.9,2.7,0.048,-0.8,-1.1,-1.9,0.1,0.3536585365853658,0.0
72,Andrew Bynum,2009,C,LAL,65,1977,392,688,0.57,0,1,0.0,392,687,0.571,0.57,193,261,0.739,177,364,541,68,35,94,115,193,977,20.2,0.608,0.001,0.379,10.1,20.4,15.3,5.8,0.9,3.6,12.5,20.8,4.4,3.4,7.8,0.188,1.1,0.4,1.5,1.8,0.6951219512195121,0.0
73,Will Bynum,2009,PG,DET,63,1667,237,534,0.444,12,55,0.218,225,479,0.47,0.455,142,178,0.798,24,118,142,283,55,7,115,143,628,13.8,0.513,0.103,0.333,1.6,9.2,5.2,28.2,1.8,0.4,15.8,20.1,1.3,0.6,1.9,0.054,-1.0,-1.3,-2.2,-0.1,0.3292682926829268,0.0
74,José Calderón,2009,PG,TOR,68,1817,274,568,0.482,68,171,0.398,206,397,0.519,0.542,83,104,0.798,23,119,142,404,47,7,99,135,699,16.5,0.569,0.301,0.183,1.5,7.5,4.6,33.8,1.3,0.3,13.9,17.9,4.2,0.0,4.2,0.111,2.5,-1.9,0.6,1.2,0.4878048780487805,0.0
75,Marcus Camby,2009,PF-C,TOT,74,2314,238,501,0.475,2,7,0.286,236,494,0.478,0.477,78,122,0.639,249,622,871,186,95,146,91,161,556,17.9,0.501,0.014,0.244,12.7,31.9,22.2,12.3,2.2,4.8,14.1,12.8,2.5,4.3,6.8,0.142,0.7,2.6,3.3,3.1,,0.0
75,Marcus Camby,2009,PF,LAC,51,1596,166,356,0.466,2,6,0.333,164,350,0.469,0.469,60,91,0.659,166,450,616,151,69,99,64,105,394,18.3,0.497,0.017,0.256,12.0,32.9,22.4,14.4,2.2,4.6,13.9,13.0,1.7,2.8,4.6,0.137,0.8,2.7,3.5,2.2,0.3536585365853658,0.0
75,Marcus Camby,2009,C,POR,23,718,72,145,0.497,0,1,0.0,72,144,0.5,0.497,18,31,0.581,83,172,255,35,26,47,27,56,162,17.0,0.511,0.007,0.214,14.2,29.9,22.0,7.5,2.0,5.2,14.5,12.3,0.8,1.5,2.3,0.152,0.4,2.5,2.9,0.9,0.6097560975609756,0.0
76,Brian Cardinal,2009,PF,MIN,29,267,14,36,0.389,3,9,0.333,11,27,0.407,0.431,17,18,0.944,7,22,29,24,9,3,7,56,48,6.9,0.546,0.25,0.5,2.9,9.4,6.1,12.3,1.7,0.8,13.7,8.3,0.3,0.1,0.4,0.071,-5.3,0.9,-4.4,-0.2,0.1829268292682926,0.0
77,Rodney Carney,2009,SG,PHI,68,857,113,282,0.401,41,135,0.304,72,147,0.49,0.473,52,63,0.825,26,111,137,37,25,20,21,79,319,12.7,0.515,0.479,0.223,3.5,15.5,9.4,6.7,1.5,1.8,6.3,17.6,0.9,0.6,1.5,0.082,-0.6,-0.7,-1.3,0.2,0.3292682926829268,0.0
78,DeMarre Carroll,2009,SF,MEM,71,795,88,222,0.396,0,6,0.0,88,216,0.407,0.396,33,53,0.623,53,97,150,33,28,9,24,107,209,8.5,0.426,0.027,0.239,7.8,14.3,11.0,5.9,1.8,0.9,8.9,14.8,-0.1,0.6,0.5,0.031,-3.8,-0.4,-4.2,-0.4,0.4878048780487805,0.0
79,Matt Carroll,2009,SG,DAL,25,121,18,50,0.36,4,19,0.211,14,31,0.452,0.4,6,6,1.0,4,8,12,6,5,0,7,13,46,7.1,0.437,0.38,0.12,3.8,7.5,5.7,7.7,2.1,0.0,11.7,22.7,-0.2,0.1,-0.1,-0.029,-6.1,-1.5,-7.6,-0.2,0.6707317073170732,0.0
80,Anthony Carter,2009,PG,DEN,54,859,76,181,0.42,17,63,0.27,59,118,0.5,0.467,11,13,0.846,17,72,89,160,39,13,58,72,180,10.3,0.482,0.348,0.072,2.3,9.6,6.0,26.6,2.3,1.1,23.7,12.6,0.1,0.8,0.9,0.051,-1.7,0.9,-0.8,0.3,0.6463414634146342,0.0
81,Vince Carter,2009,SG,ORL,75,2310,434,1015,0.428,119,324,0.367,315,691,0.456,0.486,257,306,0.84,33,260,293,236,53,18,106,189,1244,17.1,0.541,0.319,0.301,1.7,12.6,7.3,17.8,1.2,0.6,8.4,25.2,4.4,3.0,7.4,0.154,1.6,0.4,2.0,2.3,0.7195121951219512,0.0
82,Omri Casspi,2009,SF,SAC,77,1931,300,672,0.446,75,203,0.369,225,469,0.48,0.502,117,174,0.672,75,274,349,95,54,17,98,125,792,13.0,0.529,0.302,0.259,4.4,16.5,10.4,7.7,1.4,0.6,11.6,19.4,1.1,1.4,2.5,0.063,-0.3,-0.8,-1.1,0.4,0.3048780487804878,0.0
83,Mario Chalmers,2009,PG,MIA,73,1807,182,454,0.401,75,236,0.318,107,218,0.491,0.483,82,110,0.745,25,110,135,246,91,12,123,175,521,10.7,0.519,0.52,0.242,1.6,7.1,4.4,21.0,2.7,0.5,19.7,16.3,0.3,2.4,2.7,0.072,-2.3,1.1,-1.3,0.3,0.573170731707317,0.0
84,Tyson Chandler,2009,C,CHA,51,1163,109,190,0.574,0,0,,109,190,0.574,0.574,115,157,0.732,114,206,320,16,17,55,91,138,333,12.5,0.643,0.0,0.826,12.0,21.0,16.6,2.2,0.8,3.9,26.0,14.0,0.9,2.0,2.9,0.12,-3.1,1.1,-2.0,0.0,0.5365853658536586,0.0
85,Wilson Chandler,2009,SG,NYK,65,2320,412,860,0.479,40,150,0.267,372,710,0.524,0.502,129,160,0.806,93,255,348,138,46,49,108,184,993,13.7,0.534,0.174,0.186,4.5,12.7,8.5,9.8,1.0,1.6,10.4,20.2,1.8,0.9,2.7,0.057,-1.0,-1.1,-2.1,0.0,0.3536585365853658,0.0
86,Earl Clark,2009,PF,PHO,51,383,56,151,0.371,2,5,0.4,54,146,0.37,0.377,26,36,0.722,18,44,62,21,7,13,23,25,140,8.5,0.42,0.033,0.238,5.6,12.3,9.1,7.8,0.9,2.4,12.1,21.9,-0.5,0.2,-0.3,-0.033,-3.9,-1.6,-5.5,-0.3,,0.0
87,Jarron Collins,2009,C,PHO,34,261,12,31,0.387,0,0,,12,31,0.387,0.387,10,25,0.4,22,40,62,6,2,3,10,42,34,3.7,0.405,0.0,0.806,10.1,16.4,13.4,2.9,0.4,0.8,19.2,8.8,-0.1,0.1,0.1,0.01,-5.4,-1.3,-6.7,-0.3,,0.0
88,Jason Collins,2009,C,ATL,24,115,8,23,0.348,0,1,0.0,8,22,0.364,0.348,0,2,0.0,5,9,14,4,3,2,5,21,16,0.9,0.335,0.043,0.087,5.0,9.2,7.1,4.8,1.4,1.3,17.3,11.6,-0.2,0.1,-0.1,-0.044,-8.3,-0.5,-8.8,-0.2,0.6463414634146342,0.0
89,Mardy Collins,2009,SG,LAC,43,470,47,128,0.367,4,17,0.235,43,111,0.387,0.383,13,21,0.619,13,37,50,44,23,1,32,45,111,5.7,0.404,0.133,0.164,3.2,9.2,6.2,14.1,2.5,0.2,18.9,16.3,-0.8,0.3,-0.5,-0.049,-6.3,0.5,-5.8,-0.4,0.3536585365853658,0.0
90,Darren Collison,2009,PG,NOH,76,2109,376,789,0.477,46,115,0.4,330,674,0.49,0.506,148,174,0.851,41,151,192,432,78,4,202,92,946,16.5,0.546,0.146,0.221,2.2,8.6,5.3,32.9,1.9,0.1,18.9,23.1,1.9,1.1,2.9,0.067,0.9,-1.8,-0.8,0.6,0.4512195121951219,0.0
91,Nick Collison,2009,C,OKC,75,1557,182,309,0.589,1,4,0.25,181,305,0.593,0.591,74,107,0.692,152,232,384,38,37,48,63,230,439,13.1,0.616,0.013,0.346,11.5,16.7,14.2,3.7,1.2,2.3,15.0,12.1,2.6,2.2,4.7,0.146,-1.9,0.8,-1.2,0.3,0.6097560975609756,0.0
92,Mike Conley,2009,PG,MEM,80,2569,369,830,0.445,82,212,0.387,287,618,0.464,0.494,139,187,0.743,30,161,191,425,109,12,170,178,959,13.9,0.526,0.255,0.225,1.4,7.3,4.3,24.8,2.2,0.4,15.7,18.4,2.6,1.3,4.0,0.074,0.0,-0.6,-0.6,0.9,0.4878048780487805,0.0
93,Will Conroy,2009,PG,HOU,5,36,3,10,0.3,0,3,0.0,3,7,0.429,0.3,0,2,0.0,0,3,3,7,0,0,4,5,6,-2.4,0.276,0.3,0.2,0.0,9.9,4.8,28.0,0.0,0.0,26.9,18.3,-0.2,0.0,-0.1,-0.192,-10.7,-2.8,-13.5,-0.1,0.5121951219512195,0.0
94,Brian Cook,2009,PF,HOU,15,44,7,23,0.304,2,9,0.222,5,14,0.357,0.348,5,7,0.714,1,8,9,1,0,2,6,5,21,2.4,0.403,0.391,0.304,2.5,21.6,11.7,3.7,0.0,3.3,18.7,32.2,-0.2,0.0,-0.2,-0.191,-8.9,-2.4,-11.3,-0.1,0.5121951219512195,0.0
95,Daequan Cook,2009,SG,MIA,45,691,81,253,0.32,40,126,0.317,41,127,0.323,0.399,21,25,0.84,9,73,82,43,14,10,24,50,223,7.5,0.422,0.498,0.099,1.5,12.3,7.0,9.8,1.1,1.2,8.3,19.6,-0.7,0.8,0.1,0.01,-2.9,-0.4,-3.3,-0.2,0.573170731707317,0.0
96,Jamal Crawford,2009,SG,ATL,79,2460,496,1105,0.449,163,427,0.382,333,678,0.491,0.523,270,315,0.857,34,167,201,238,61,12,137,132,1425,18.4,0.573,0.386,0.285,1.6,8.0,4.8,16.1,1.3,0.4,9.9,25.8,5.6,1.7,7.3,0.143,3.5,-1.1,2.4,2.7,0.6463414634146342,0.0
97,Dante Cunningham,2009,PF,POR,63,707,106,214,0.495,0,2,0.0,106,212,0.5,0.495,31,48,0.646,54,106,160,14,24,22,15,97,243,14.3,0.517,0.009,0.224,9.4,18.7,14.0,3.3,1.9,2.5,6.0,16.8,0.9,1.0,1.9,0.129,-2.0,0.2,-1.8,0.0,0.6097560975609756,0.0
98,Eddy Curry,2009,C,NYK,7,62,8,21,0.381,0,0,,8,21,0.381,0.381,10,17,0.588,4,9,13,0,0,1,13,13,26,-1.9,0.456,0.0,0.81,7.2,16.8,11.9,0.0,0.0,1.2,31.3,30.2,-0.4,0.0,-0.3,-0.258,-14.4,-4.1,-18.5,-0.3,0.3536585365853658,0.0
99,JamesOn Curry,2009,PG,LAC,1,0,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0.0,0.0,0.0,,-6.4,-0.6,-7.0,0.0,0.3536585365853658,0.0
100,Stephen Curry,2009,PG,GSW,80,2896,528,1143,0.462,166,380,0.437,362,763,0.474,0.535,177,200,0.885,48,308,356,472,152,19,243,252,1399,16.3,0.568,0.332,0.175,1.8,12.0,6.8,24.6,2.5,0.5,16.5,21.8,3.0,1.6,4.7,0.077,1.1,-0.5,0.7,2.0,0.3170731707317073,0.0
101,Samuel Dalembert,2009,C,PHI,82,2124,285,523,0.545,0,0,,285,523,0.545,0.545,97,133,0.729,239,545,784,64,42,151,123,252,667,16.8,0.573,0.0,0.254,13.1,30.7,21.8,4.7,1.0,5.6,17.5,15.1,2.3,3.0,5.2,0.118,-1.2,0.3,-0.9,0.6,0.3292682926829268,0.0
102,Erick Dampier,2009,C,DAL,55,1280,133,213,0.624,1,3,0.333,132,210,0.629,0.627,61,101,0.604,128,272,400,31,15,77,61,153,328,14.0,0.637,0.014,0.474,11.6,24.1,17.9,3.5,0.6,4.5,19.2,11.4,1.8,2.0,3.7,0.14,-1.6,1.0,-0.6,0.5,0.6707317073170732,0.0
103,Marquis Daniels,2009,SF,BOS,51,937,124,249,0.498,6,28,0.214,118,221,0.534,0.51,34,56,0.607,27,68,95,66,27,6,42,91,288,9.6,0.526,0.112,0.225,3.6,8.7,6.2,11.1,1.5,0.5,13.3,15.8,0.2,1.0,1.3,0.064,-2.9,0.2,-2.7,-0.2,0.6097560975609756,0.0
104,Baron Davis,2009,PG,LAC,75,2523,412,1015,0.406,82,296,0.277,330,719,0.459,0.446,239,291,0.821,52,214,266,598,126,43,211,210,1145,17.4,0.501,0.292,0.287,2.4,9.9,6.1,39.6,2.6,1.3,15.6,24.3,2.5,2.1,4.5,0.086,1.5,0.0,1.5,2.2,0.3536585365853658,0.0
105,Glen Davis,2009,PF,BOS,54,933,122,279,0.437,0,4,0.0,122,275,0.444,0.437,96,138,0.696,101,104,205,35,21,14,53,132,340,11.5,0.5,0.014,0.495,13.7,13.3,13.5,5.9,1.2,1.2,13.5,19.7,0.5,1.2,1.6,0.084,-3.2,-1.3,-4.5,-0.6,0.6097560975609756,0.0
106,Paul Davis,2009,PF,WAS,2,8,2,4,0.5,0,0,,2,4,0.5,0.5,1,2,0.5,0,0,0,3,0,1,0,0,5,33.3,0.512,0.0,0.5,0.0,0.0,0.0,73.8,0.0,9.5,0.0,27.6,0.0,0.0,0.0,0.295,11.9,6.3,18.2,0.0,0.3170731707317073,0.0
107,Ricky Davis,2009,SF,LAC,36,499,62,143,0.434,16,42,0.381,46,101,0.455,0.49,18,31,0.581,10,47,57,39,11,3,29,39,158,8.5,0.504,0.294,0.217,2.3,11.0,6.6,12.3,1.1,0.4,15.6,16.8,-0.1,0.2,0.1,0.005,-3.0,-0.9,-4.0,-0.2,0.3536585365853658,0.0
108,Austin Daye,2009,SF,DET,69,915,137,295,0.464,29,95,0.305,108,200,0.54,0.514,46,56,0.821,34,140,174,34,25,26,48,114,349,12.8,0.546,0.322,0.19,4.2,19.8,11.5,6.3,1.5,2.4,13.1,18.5,0.6,0.7,1.3,0.067,-1.7,-0.1,-1.8,0.1,0.3292682926829268,0.0
109,Carlos Delfino,2009,SF,MIL,75,2279,299,732,0.408,134,365,0.367,165,367,0.45,0.5,93,119,0.782,51,343,394,202,80,21,119,138,825,12.9,0.526,0.499,0.163,2.4,18.0,9.8,14.0,1.8,0.7,13.2,18.0,1.1,3.7,4.8,0.101,-0.1,1.5,1.5,2.0,0.5609756097560976,0.0
110,Luol Deng,2009,SF,CHI,70,2651,473,1014,0.466,32,83,0.386,441,931,0.474,0.482,252,330,0.764,131,381,512,143,66,61,134,129,1230,16.1,0.531,0.082,0.325,5.6,15.8,10.7,9.1,1.3,1.8,10.4,21.9,2.5,3.4,5.9,0.106,0.7,0.3,1.0,2.0,0.5,0.0
111,DeMar DeRozan,2009,SG,TOR,77,1664,255,512,0.498,4,16,0.25,251,496,0.506,0.502,148,194,0.763,66,157,223,53,43,18,62,176,662,12.5,0.554,0.031,0.379,4.8,10.9,7.9,4.9,1.3,0.8,9.4,18.1,2.0,0.3,2.3,0.066,-1.5,-1.3,-2.8,-0.3,0.4878048780487805,0.0
112,Boris Diaw,2009,PF,CHA,82,2906,373,773,0.483,66,206,0.32,307,567,0.541,0.525,113,147,0.769,131,293,424,325,60,57,178,219,925,12.8,0.552,0.266,0.19,5.5,11.9,8.8,18.9,1.1,1.6,17.5,16.2,2.4,3.8,6.2,0.103,-0.1,0.9,0.8,2.0,0.5365853658536586,0.0
113,Yakhouba Diawara,2009,SG,MIA,6,44,2,10,0.2,1,6,0.167,1,4,0.25,0.25,0,0,,1,3,4,3,1,0,3,8,5,-3.7,0.25,0.6,0.0,2.7,8.0,5.3,9.7,1.2,0.0,23.1,13.9,-0.2,0.0,-0.1,-0.124,-10.5,-0.9,-11.4,-0.1,0.573170731707317,0.0
114,Travis Diener,2009,PG,TOT,9,51,2,10,0.2,1,7,0.143,1,3,0.333,0.25,1,4,0.25,0,3,3,8,4,0,0,2,6,7.6,0.255,0.7,0.4,0.0,6.8,3.4,21.8,4.0,0.0,0.0,10.5,0.0,0.1,0.0,0.019,-4.6,2.1,-2.5,0.0,,0.0
114,Travis Diener,2009,PG,IND,4,25,1,6,0.167,1,5,0.2,0,1,0.0,0.25,0,2,0.0,0,2,2,4,3,0,0,1,3,7.9,0.218,0.833,0.333,0.0,8.8,4.4,22.0,5.9,0.0,0.0,12.1,0.0,0.0,0.0,-0.005,-5.4,4.1,-1.3,0.0,0.3902439024390244,0.0
114,Travis Diener,2009,PG,POR,5,26,1,4,0.25,0,2,0.0,1,2,0.5,0.25,1,2,0.5,0,1,1,4,1,0,0,1,3,7.3,0.307,0.5,0.5,0.0,4.8,2.4,21.7,2.1,0.0,0.0,8.9,0.0,0.0,0.0,0.043,-3.8,0.2,-3.7,0.0,0.6097560975609756,0.0
115,DeSagana Diop,2009,C,CHA,27,262,15,29,0.517,0,0,,15,29,0.517,0.517,2,9,0.222,24,41,65,5,5,14,12,31,32,7.8,0.485,0.0,0.31,11.2,18.5,15.0,2.9,1.0,4.4,26.7,8.0,-0.1,0.5,0.4,0.072,-3.6,1.5,-2.1,0.0,0.5365853658536586,0.0
116,Keyon Dooling,2009,PG,NJN,53,971,129,324,0.398,59,157,0.376,70,167,0.419,0.489,47,61,0.77,8,46,54,135,34,0,59,82,364,11.6,0.519,0.485,0.188,0.9,5.7,3.2,24.0,1.8,0.0,14.4,19.4,0.4,0.3,0.7,0.035,-1.2,-1.6,-2.8,-0.2,0.1463414634146341,0.0
117,Joey Dorsey,2009,PF,TOT,15,106,9,20,0.45,0,0,,9,20,0.45,0.45,5,12,0.417,16,27,43,2,3,2,6,21,23,9.8,0.455,0.0,0.6,16.8,29.9,23.2,2.8,1.4,1.4,19.2,13.1,0.0,0.1,0.1,0.062,-5.1,-0.1,-5.2,-0.1,,0.0
117,Joey Dorsey,2009,PF,HOU,7,54,5,11,0.455,0,0,,5,11,0.455,0.455,1,2,0.5,11,14,25,2,2,1,4,12,11,11.5,0.463,0.0,0.182,22.5,30.8,26.5,5.4,1.9,1.3,25.2,13.0,0.0,0.1,0.1,0.088,-4.6,0.4,-4.1,0.0,0.5121951219512195,0.0
117,Joey Dorsey,2009,PF,SAC,8,52,4,9,0.444,0,0,,4,9,0.444,0.444,4,10,0.4,5,13,18,0,1,1,2,9,12,7.9,0.448,0.0,1.111,10.9,29.0,19.8,0.0,1.0,1.4,13.0,13.1,0.0,0.1,0.0,0.035,-5.7,-0.7,-6.4,-0.1,0.3048780487804878,0.0
118,Toney Douglas,2009,PG,NYK,56,1087,179,391,0.458,68,175,0.389,111,216,0.514,0.545,55,68,0.809,40,68,108,112,42,3,55,116,481,14.9,0.571,0.448,0.174,4.1,7.2,5.6,16.6,2.0,0.2,11.6,19.8,1.8,0.4,2.2,0.097,0.5,-0.8,-0.4,0.5,0.3536585365853658,0.0
119,Chris Douglas-Roberts,2009,SF,NJN,67,1730,255,573,0.445,14,54,0.259,241,519,0.464,0.457,133,157,0.847,45,153,198,93,55,19,97,101,657,11.5,0.512,0.094,0.274,2.9,10.7,6.6,9.5,1.7,0.8,13.1,19.6,-0.2,0.9,0.7,0.02,-2.2,-0.9,-3.2,-0.5,0.1463414634146341,0.0
120,Goran Dragić,2009,PG,PHO,80,1442,222,491,0.452,74,188,0.394,148,303,0.488,0.527,117,159,0.736,38,133,171,241,48,8,126,131,635,14.8,0.566,0.383,0.324,3.2,9.8,6.7,24.1,1.7,0.4,18.3,21.1,2.0,0.8,2.8,0.094,0.8,-0.7,0.1,0.8,,0.0
121,Jared Dudley,2009,SF,PHO,82,1991,225,490,0.459,120,262,0.458,105,228,0.461,0.582,104,138,0.754,99,182,281,115,81,16,68,162,674,13.6,0.612,0.535,0.282,5.9,9.8,8.0,7.9,2.0,0.6,11.0,13.7,4.0,1.3,5.3,0.129,1.4,0.7,2.1,2.1,,0.0
122,Chris Duhon,2009,PG,NYK,67,2072,168,451,0.373,90,258,0.349,78,193,0.404,0.472,68,95,0.716,28,150,178,378,59,3,110,83,494,10.7,0.501,0.572,0.211,1.5,8.4,4.9,25.9,1.5,0.1,18.2,13.1,1.5,0.5,1.9,0.045,-1.2,-1.3,-2.5,-0.3,0.3536585365853658,0.0
123,Tim Duncan,2009,C,SAS,78,2438,561,1082,0.518,2,11,0.182,559,1071,0.522,0.519,271,374,0.725,221,567,788,246,45,117,140,152,1395,24.7,0.56,0.01,0.346,10.8,26.8,18.9,17.8,1.0,3.5,10.1,26.0,6.4,4.5,10.9,0.215,4.4,1.8,6.1,5.0,0.6097560975609756,3.0
124,Mike Dunleavy,2009,SF,IND,67,1486,229,558,0.41,75,236,0.318,154,322,0.478,0.478,133,158,0.842,25,211,236,103,38,15,72,105,666,13.1,0.531,0.423,0.283,1.8,15.6,8.7,11.3,1.3,0.7,10.3,20.7,0.8,1.5,2.3,0.075,-0.5,-0.4,-0.8,0.4,0.3902439024390244,0.0
125,Kevin Durant,2009,SF,OKC,82,3239,794,1668,0.476,128,351,0.365,666,1317,0.506,0.514,756,840,0.9,105,518,623,231,112,84,271,171,2472,26.2,0.607,0.21,0.504,3.8,17.9,11.0,13.5,1.8,1.9,11.7,32.0,11.1,5.0,16.1,0.238,6.3,0.8,7.1,7.5,0.6097560975609756,1.0
126,Wayne Ellington,2009,SG,MIN,76,1384,190,448,0.424,64,162,0.395,126,286,0.441,0.496,61,70,0.871,33,126,159,74,20,5,74,72,505,9.6,0.527,0.362,0.156,2.6,10.4,6.4,8.3,0.7,0.3,13.4,17.4,0.3,0.1,0.4,0.014,-1.6,-1.9,-3.5,-0.5,0.1829268292682926,0.0
127,Monta Ellis,2009,SG,GSW,64,2647,631,1406,0.449,77,228,0.338,554,1178,0.47,0.476,292,388,0.753,47,210,257,340,143,25,244,189,1631,16.7,0.517,0.162,0.276,1.9,9.0,5.4,21.2,2.6,0.7,13.4,29.5,0.0,1.3,1.3,0.023,0.1,-1.5,-1.4,0.4,0.3170731707317073,0.0
128,Francisco Elson,2009,C,TOT,12,66,5,15,0.333,0,0,,5,15,0.333,0.333,2,5,0.4,6,8,14,2,1,0,1,7,12,5.5,0.349,0.0,0.333,10.0,14.5,12.1,4.3,0.8,0.0,5.5,12.5,0.0,0.1,0.0,0.022,-4.7,-1.5,-6.2,-0.1,,0.0
128,Francisco Elson,2009,C,MIL,11,62,4,13,0.308,0,0,,4,13,0.308,0.308,2,2,1.0,5,8,13,2,1,0,1,7,10,5.4,0.36,0.0,0.154,8.7,15.4,11.9,4.6,0.8,0.0,6.7,10.9,0.0,0.1,0.1,0.044,-4.9,-0.9,-5.7,-0.1,0.5609756097560976,0.0
128,Francisco Elson,2009,C,PHI,1,4,1,2,0.5,0,0,,1,2,0.5,0.5,0,3,0.0,1,0,1,0,0,0,0,0,2,6.3,0.301,0.0,1.5,29.0,0.0,14.7,0.0,0.0,0.0,0.0,37.8,0.0,0.0,0.0,-0.326,-2.6,-11.5,-14.0,0.0,0.3292682926829268,0.0
129,Maurice Evans,2009,SF,ATL,79,1317,175,393,0.445,57,169,0.337,118,224,0.527,0.518,46,61,0.754,59,95,154,48,34,17,20,125,453,12.2,0.539,0.43,0.155,5.2,8.5,6.8,5.5,1.4,1.0,4.5,15.4,2.1,1.1,3.1,0.114,-0.4,-0.6,-0.9,0.4,0.6463414634146342,0.0
130,Reggie Evans,2009,PF,TOR,28,311,34,69,0.493,0,0,,34,69,0.493,0.493,27,60,0.45,30,75,105,8,14,4,22,44,95,11.4,0.498,0.0,0.87,11.7,27.7,19.9,3.7,2.3,1.0,18.7,17.2,-0.1,0.3,0.2,0.033,-3.5,-1.1,-4.6,-0.2,0.4878048780487805,0.0
131,Tyreke Evans,2009,SG,SAC,72,2677,533,1165,0.458,36,141,0.255,497,1024,0.485,0.473,348,465,0.748,66,314,380,414,109,26,216,204,1450,18.2,0.529,0.121,0.399,2.8,13.6,8.1,26.1,2.1,0.7,13.6,26.2,3.3,2.1,5.4,0.097,1.3,0.0,1.3,2.2,0.3048780487804878,0.0
