Rk,Player,Season,Pos,Tm,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Balance,all_nba
26,Dominick Barlow,2022,PF,SAS,28,408,46,86,0.535,0,4,0.0,46,82,0.561,0.535,18,25,0.72,46,56,102,24,10,19,15,56,110,12.4,0.567,0.047,0.291,11.9,15.6,13.7,7.6,1.2,3.8,13.4,11.3,0.5,0.2,0.7,0.082,-3.7,-0.9,-4.6,-0.3,0.2682926829268293,0.0
27,Harrison Barnes,2022,PF,SAC,82,2662,374,791,0.473,132,353,0.374,242,438,0.553,0.556,350,413,0.847,87,279,366,128,57,10,86,103,1230,14.1,0.632,0.446,0.522,3.8,11.9,7.9,6.3,1.0,0.3,8.1,17.1,5.1,1.4,6.5,0.118,0.5,-1.5,-1.0,0.7,0.5853658536585366,0.0
28,Scottie Barnes,2022,SF,TOR,77,2678,463,1016,0.456,63,224,0.281,400,792,0.505,0.487,190,246,0.772,179,333,512,371,83,61,154,170,1179,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20.0,1.5,2.2,12.0,20.3,2.3,2.7,5.0,0.09,0.5,-0.1,0.4,1.6,0.5,0.0
29,RJ Barrett,2022,SG,NYK,73,2475,510,1176,0.434,121,390,0.31,389,786,0.495,0.485,290,392,0.74,60,308,368,201,31,15,164,179,1431,12.9,0.531,0.332,0.333,2.7,13.7,8.2,12.4,0.6,0.6,10.8,26.2,0.5,1.8,2.2,0.043,-1.2,-1.9,-3.1,-0.7,0.573170731707317,0.0
30,Will Barton,2022,SG,TOT,56,993,138,364,0.379,66,180,0.367,72,184,0.391,0.47,37,47,0.787,15,122,137,112,28,13,48,56,379,10.0,0.493,0.495,0.129,1.7,13.5,7.7,15.4,1.4,1.1,11.1,18.9,-0.4,0.8,0.4,0.021,-2.0,-0.6,-2.6,-0.2,,0.0
30,Will Barton,2022,SG,WAS,40,782,110,285,0.386,52,138,0.377,58,147,0.395,0.477,35,45,0.778,10,101,111,95,17,10,45,39,307,10.0,0.504,0.484,0.158,1.5,13.8,7.9,16.5,1.1,1.1,12.9,19.4,-0.4,0.6,0.2,0.013,-1.7,-0.9,-2.7,-0.1,0.4268292682926829,0.0
30,Will Barton,2022,SG,TOR,16,211,28,79,0.354,14,42,0.333,14,37,0.378,0.443,2,2,1.0,5,21,26,17,11,3,3,17,72,9.9,0.451,0.532,0.025,2.5,12.2,7.0,11.0,2.6,1.4,3.6,16.7,0.0,0.2,0.2,0.051,-2.9,0.5,-2.5,0.0,0.5,0.0
31,Charles Bassey,2022,C,SAS,35,508,87,135,0.644,3,8,0.375,84,127,0.661,0.656,22,37,0.595,75,118,193,47,16,33,41,74,199,18.8,0.658,0.059,0.274,15.5,26.4,20.7,12.9,1.5,5.4,21.3,15.6,0.7,0.6,1.3,0.122,-0.6,1.3,0.7,0.3,0.2682926829268293,0.0
32,Keita Bates-Diop,2022,PF,SAS,67,1452,236,465,0.508,56,142,0.394,180,323,0.557,0.568,119,150,0.793,65,183,248,103,46,20,56,63,647,14.9,0.609,0.305,0.323,4.7,14.3,9.3,9.8,1.5,1.1,9.5,16.7,2.1,0.6,2.7,0.089,0.3,-0.9,-0.6,0.5,0.2682926829268293,0.0
33,Nicolas Batum,2022,PF,LAC,78,1709,160,381,0.42,124,317,0.391,36,64,0.563,0.583,34,48,0.708,62,237,299,121,54,44,50,149,478,11.0,0.594,0.832,0.126,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,1.7,1.9,3.6,0.101,-0.8,1.2,0.5,1.0,0.5365853658536586,0.0
34,Darius Bazley,2022,C,TOT,43,616,83,183,0.454,20,53,0.377,63,130,0.485,0.508,38,70,0.543,34,104,138,38,22,34,27,44,224,13.1,0.524,0.29,0.383,5.8,18.5,12.1,8.3,1.7,5.1,11.2,16.4,0.1,0.9,1.0,0.078,-2.0,1.0,-1.0,0.2,,0.0
34,Darius Bazley,2022,C,OKC,36,555,71,158,0.449,18,45,0.4,53,113,0.469,0.506,36,65,0.554,29,93,122,32,19,29,22,35,196,12.9,0.525,0.285,0.411,5.5,18.3,11.8,7.6,1.6,4.8,10.5,15.7,0.1,0.8,0.9,0.079,-1.8,0.8,-1.0,0.1,0.4878048780487805,0.0
34,Darius Bazley,2022,C,PHO,7,61,12,25,0.48,2,8,0.25,10,17,0.588,0.52,2,5,0.4,5,11,16,6,3,5,5,9,28,15.5,0.515,0.32,0.2,8.9,20.4,14.5,14.5,2.4,7.3,15.5,22.5,0.0,0.1,0.1,0.066,-3.7,3.3,-0.4,0.0,0.5487804878048781,0.0
35,Bradley Beal,2022,SG,WAS,50,1673,444,878,0.506,80,219,0.365,364,659,0.552,0.551,192,228,0.842,41,155,196,271,45,33,145,107,1160,19.7,0.593,0.249,0.26,2.8,9.9,6.5,26.6,1.3,1.7,12.9,29.2,2.2,1.2,3.4,0.099,2.9,-1.2,1.8,1.6,0.4268292682926829,0.0
36,Malik Beasley,2022,SG,TOT,81,2093,370,937,0.395,235,658,0.357,135,279,0.484,0.52,50,65,0.769,35,248,283,124,65,9,90,107,1025,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1.0,-2.0,0.0,,0.0
36,Malik Beasley,2022,SG,UTA,55,1472,265,669,0.396,169,471,0.359,96,198,0.485,0.522,37,44,0.841,27,170,197,93,44,8,60,75,736,11.5,0.535,0.704,0.066,2.0,12.3,7.2,9.0,1.4,0.5,8.0,21.2,0.3,1.0,1.2,0.04,-0.4,-1.2,-1.6,0.2,0.4512195121951219,0.0
36,Malik Beasley,2022,SG,LAL,26,621,105,268,0.392,66,187,0.353,39,81,0.481,0.515,13,21,0.619,8,78,86,31,21,1,30,32,289,9.7,0.521,0.698,0.078,1.4,13.0,7.4,7.0,1.6,0.1,9.8,20.9,-0.5,0.6,0.2,0.012,-2.3,-0.6,-2.9,-0.1,0.524390243902439,0.0
37,MarJon Beauchamp,2022,SF,MIL,52,701,96,243,0.395,47,142,0.331,49,101,0.485,0.492,27,37,0.73,38,77,115,35,21,7,45,71,266,8.2,0.513,0.584,0.152,5.9,11.0,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5,0.7073170731707317,0.0
38,Dāvis Bertāns,2022,PF,DAL,45,492,69,160,0.431,55,141,0.39,14,19,0.737,0.603,13,15,0.867,10,43,53,21,11,8,10,53,206,11.9,0.618,0.881,0.094,2.3,10.3,6.3,6.2,1.1,1.5,5.7,16.2,0.6,0.3,0.9,0.09,0.0,-1.3,-1.2,0.1,0.4634146341463415,0.0
39,Patrick Beverley,2022,SG-PG,TOT,67,1816,144,360,0.4,80,239,0.335,64,121,0.529,0.511,47,65,0.723,44,203,247,194,63,41,60,187,415,8.9,0.534,0.664,0.181,2.7,12.0,7.5,13.3,1.7,2.0,13.4,10.6,0.8,2.1,3.0,0.079,-2.9,1.7,-1.2,0.3,,0.0
39,Patrick Beverley,2022,SG,LAL,45,1211,97,241,0.402,55,158,0.348,42,83,0.506,0.517,39,50,0.78,24,116,140,118,40,25,42,124,288,8.3,0.548,0.656,0.207,2.2,9.9,6.2,12.1,1.6,1.7,13.8,10.6,0.5,1.3,1.8,0.071,-3.2,1.4,-1.8,0.1,0.524390243902439,0.0
39,Patrick Beverley,2022,PG,CHI,22,605,47,119,0.395,25,81,0.309,22,38,0.579,0.5,8,15,0.533,20,87,107,76,23,16,18,63,127,10.1,0.506,0.681,0.126,3.8,16.0,10.0,15.7,1.9,2.6,12.5,10.5,0.3,0.9,1.2,0.096,-2.4,2.2,-0.2,0.3,0.4878048780487805,0.0
40,Saddiq Bey,2022,SF,TOT,77,2129,353,836,0.422,151,418,0.361,202,418,0.483,0.513,205,238,0.861,98,264,362,118,70,13,71,123,1062,14.6,0.564,0.5,0.285,5.0,14.0,9.4,8.1,1.6,0.5,7.0,20.2,2.6,1.2,3.9,0.087,0.9,-1.2,-0.3,0.9,,0.0
40,Saddiq Bey,2022,SF,DET,52,1500,245,606,0.404,101,293,0.345,144,313,0.46,0.488,180,209,0.861,59,183,242,84,50,12,54,86,771,14.3,0.552,0.483,0.345,4.2,13.9,8.9,8.5,1.6,0.7,7.2,21.3,1.5,0.8,2.3,0.074,0.5,-1.1,-0.7,0.5,0.2073170731707317,0.0
40,Saddiq Bey,2022,SF,ATL,25,629,108,230,0.47,50,125,0.4,58,105,0.552,0.578,25,29,0.862,39,81,120,34,20,1,17,37,291,15.2,0.599,0.543,0.126,6.7,14.3,10.4,7.2,1.5,0.1,6.5,17.4,1.1,0.5,1.6,0.119,1.7,-1.2,0.5,0.4,0.5,0.0
41,Khem Birch,2022,C,TOR,20,162,19,32,0.594,1,2,0.5,18,30,0.6,0.609,4,5,0.8,8,17,25,7,5,5,8,24,43,9.4,0.629,0.063,0.156,5.2,12.8,8.7,5.8,1.5,3.0,19.0,11.1,0.1,0.2,0.2,0.072,-4.6,1.1,-3.5,-0.1,0.5,0.0
42,Goga Bitadze,2022,C,TOT,38,457,69,125,0.552,6,26,0.231,63,99,0.636,0.576,23,42,0.548,61,76,137,39,16,26,22,64,167,17.1,0.582,0.208,0.336,15.0,18.7,16.8,12.1,1.7,5.3,13.3,15.4,0.8,0.6,1.3,0.141,-0.8,1.1,0.3,0.3,,0.0
42,Goga Bitadze,2022,C,IND,21,202,27,52,0.519,4,14,0.286,23,38,0.605,0.558,11,24,0.458,25,24,49,18,9,10,12,34,69,13.9,0.551,0.269,0.462,13.8,13.2,13.5,12.1,2.1,4.3,16.1,15.5,0.2,0.2,0.4,0.087,-2.3,1.2,-1.1,0.0,0.4268292682926829,0.0
42,Goga Bitadze,2022,C,ORL,17,255,42,73,0.575,2,12,0.167,40,61,0.656,0.589,12,18,0.667,36,52,88,21,7,16,10,30,98,19.7,0.606,0.164,0.247,15.9,23.1,19.5,12.2,1.3,6.1,11.0,15.3,0.6,0.4,1.0,0.184,0.4,1.0,1.3,0.2,0.4146341463414634,0.0
43,Bismack Biyombo,2022,C,PHO,61,874,119,206,0.578,0,0,,119,206,0.578,0.578,25,70,0.357,89,171,260,56,18,88,51,114,263,14.4,0.555,0.0,0.34,11.0,22.1,16.5,8.7,1.0,9.0,17.7,14.0,0.2,1.6,1.9,0.102,-3.4,2.5,-0.9,0.2,0.5487804878048781,0.0
44,Buddy Boeheim,2022,SF,DET,10,90,5,27,0.185,4,25,0.16,1,2,0.5,0.259,2,2,1.0,2,4,6,4,2,0,0,6,16,0.5,0.287,0.926,0.074,2.4,5.1,3.7,5.8,1.1,0.0,0.0,13.2,-0.2,0.0,-0.2,-0.091,-7.5,-2.0,-9.5,-0.2,0.2073170731707317,0.0
45,Bogdan Bogdanović,2022,SG,ATL,54,1508,273,611,0.447,146,360,0.406,127,251,0.506,0.566,64,77,0.831,23,142,165,150,43,18,65,86,756,14.2,0.586,0.589,0.126,1.6,10.4,6.0,13.4,1.4,1.0,9.2,19.8,1.8,1.0,2.8,0.088,1.1,-0.7,0.5,0.9,0.5,0.0
46,Bojan Bogdanović,2022,PF,DET,59,1893,430,882,0.488,145,353,0.411,285,529,0.539,0.57,268,303,0.884,36,187,223,152,34,8,135,113,1273,17.4,0.627,0.4,0.344,2.0,11.3,6.5,13.6,0.9,0.4,11.7,25.9,3.1,0.4,3.5,0.09,2.6,-1.8,0.8,1.4,0.2073170731707317,0.0
47,Bol Bol,2022,PF,ORL,70,1505,261,478,0.546,30,113,0.265,231,365,0.633,0.577,82,108,0.759,69,336,405,69,30,85,112,92,634,14.4,0.603,0.236,0.226,5.2,25.3,15.2,6.9,1.0,5.5,17.6,18.2,0.0,2.2,2.3,0.072,-1.8,0.9,-0.9,0.4,0.4146341463414634,0.0
48,Leandro Bolmaro,2022,SF,UTA,14,68,3,20,0.15,0,4,0.0,3,16,0.188,0.15,0,0,,4,3,7,7,3,1,7,10,6,-5.0,0.15,0.2,0.0,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,-0.4,0.0,-0.3,-0.231,-12.4,-2.3,-14.7,-0.2,0.4512195121951219,0.0
49,Devin Booker,2022,SG,PHO,53,1835,527,1067,0.494,111,316,0.351,416,751,0.554,0.546,306,358,0.855,46,194,240,293,51,18,145,159,1471,22.0,0.601,0.296,0.336,2.7,12.0,7.2,27.3,1.4,0.9,10.6,31.8,4.2,1.9,6.0,0.157,4.5,-0.3,4.2,2.9,0.5487804878048781,0.0
50,Brandon Boston Jr.,2022,SF,LAC,22,248,51,122,0.418,12,29,0.414,39,93,0.419,0.467,29,38,0.763,7,23,30,20,9,0,12,21,143,13.4,0.515,0.238,0.311,3.2,10.3,6.8,12.5,1.8,0.0,8.0,26.5,0.0,0.2,0.2,0.04,-1.5,-0.7,-2.2,0.0,0.5365853658536586,0.0
51,Chris Boucher,2022,PF,TOR,76,1523,261,529,0.493,62,189,0.328,199,340,0.585,0.552,128,168,0.762,157,264,421,29,47,64,41,143,712,18.0,0.59,0.357,0.318,10.9,21.2,15.7,2.7,1.5,4.1,6.4,18.0,3.0,2.0,5.0,0.156,0.7,-0.8,-0.1,0.7,0.5,0.0
52,James Bouknight,2022,SG,CHO,34,515,69,193,0.358,33,109,0.303,36,84,0.429,0.443,20,30,0.667,8,64,72,41,14,5,32,49,191,6.2,0.463,0.565,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.04,-5.4,-1.1,-6.5,-0.6,,0.0
53,Jamaree Bouyea,2022,PG,TOT,5,71,6,14,0.429,2,6,0.333,4,8,0.5,0.5,1,2,0.5,1,5,6,4,4,2,4,6,15,6.5,0.504,0.429,0.143,1.6,8.4,4.9,7.8,2.8,2.9,21.2,11.8,-0.1,0.1,0.0,0.013,-5.8,1.6,-4.2,0.0,,0.0
53,Jamaree Bouyea,2022,PG,MIA,4,65,6,13,0.462,2,5,0.4,4,8,0.5,0.538,1,2,0.5,1,4,5,4,4,2,4,5,15,7.8,0.54,0.385,0.154,1.7,7.5,4.5,8.6,3.1,3.1,22.4,12.2,-0.1,0.1,0.0,0.029,-4.9,1.9,-2.9,0.0,0.5365853658536586,0.0
53,Jamaree Bouyea,2022,PG,WAS,1,6,0,1,0.0,0,1,0.0,0,0,,0.0,0,0,,0,1,1,0,0,0,0,1,0,-6.9,0.0,1.0,0.0,0.0,17.9,9.3,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,-0.15,-16.1,-1.7,-17.8,0.0,0.4268292682926829,0.0
54,Tony Bradley,2022,C,CHI,12,33,6,12,0.5,3,5,0.6,3,7,0.429,0.625,4,4,1.0,1,10,11,1,1,1,1,2,19,21.7,0.69,0.417,0.333,3.5,33.8,18.9,4.4,1.5,2.9,6.8,19.8,0.1,0.1,0.2,0.22,4.4,0.5,4.9,0.1,0.4878048780487805,0.0
55,Malaki Branham,2022,SG,SAS,66,1550,269,611,0.44,77,255,0.302,192,356,0.539,0.503,58,70,0.829,28,153,181,127,33,7,76,115,673,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1.0,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3.0,-2.1,-5.2,-1.3,0.2682926829268293,0.0
56,Jarrell Brantley,2022,PF,UTA,4,39,8,14,0.571,4,9,0.444,4,5,0.8,0.714,2,2,1.0,1,5,6,3,0,2,2,3,22,18.5,0.739,0.643,0.143,2.8,13.7,8.3,11.4,0.0,4.3,11.8,18.1,0.1,0.0,0.1,0.16,3.1,0.4,3.5,0.1,0.4512195121951219,0.0
57,Christian Braun,2022,SG,DEN,76,1181,143,289,0.495,34,96,0.354,109,193,0.565,0.554,40,64,0.625,48,133,181,59,41,17,35,101,360,10.3,0.568,0.332,0.221,4.8,12.6,8.8,6.4,1.7,1.3,9.9,13.0,0.7,1.2,1.9,0.079,-2.5,0.1,-2.4,-0.1,0.6463414634146342,0.0
58,Mikal Bridges,2022,SF-SG,TOT,83,2963,593,1267,0.468,169,442,0.382,424,825,0.514,0.535,316,353,0.895,79,285,364,273,91,61,127,159,1671,16.8,0.587,0.349,0.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,4.4,3.1,7.5,0.121,1.5,0.2,1.7,2.8,,0.0
