Rk,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
98,Eddy Curry,C,72,1150,189,377,0.501,0,0,,189,377,0.501,0.501,105,160,0.656,111,161,272,25,16,53,69,173,483,14.4,0.54,0.0,0.424,11.0,16.8,13.8,4.0,0.7,3.4,13.4,20.7,1.0,0.8,1.8,0.075,-2.4,-1.9,-4.4,-0.7
100,Samuel Dalembert,C,34,177,22,50,0.44,0,0,,22,50,0.44,0.44,7,18,0.389,25,43,68,5,6,13,14,30,51,13.2,0.44,0.0,0.36,16.2,27.3,21.8,4.8,1.8,5.6,19.5,18.6,-0.2,0.4,0.3,0.072,-4.4,0.8,-3.6,-0.1
114,DeSagana Diop,C,18,109,12,29,0.414,0,0,,12,29,0.414,0.414,1,5,0.2,5,12,17,5,1,10,12,19,25,3.2,0.401,0.0,0.172,5.4,12.8,9.2,7.3,0.5,6.7,27.8,18.2,-0.4,0.1,-0.3,-0.124,-9.4,-0.2,-9.5,-0.2
133,Alton Ford,PF,53,452,61,118,0.517,0,0,,61,118,0.517,0.517,42,57,0.737,32,75,107,7,6,7,32,99,164,10.0,0.573,0.0,0.483,7.9,19.0,13.4,2.4,0.7,1.1,18.3,17.3,0.3,0.5,0.8,0.083,-5.6,-0.8,-6.4,-0.5
134,Joseph Forte,SG,8,39,1,12,0.083,0,3,0.0,1,9,0.111,0.083,4,4,1.0,1,5,6,6,2,0,3,1,6,2.8,0.218,0.25,0.333,2.7,14.4,8.4,22.2,2.7,0.0,17.9,19.6,-0.2,0.1,-0.1,-0.144,-7.2,0.5,-6.7,0.0
138,Antonis Fotsis,PF,28,320,42,104,0.404,7,23,0.304,35,81,0.432,0.438,17,20,0.85,25,37,62,10,9,11,21,22,108,11.3,0.479,0.221,0.192,8.7,12.9,10.8,5.3,1.5,2.4,15.7,19.0,-0.1,0.2,0.1,0.017,-2.0,-1.4,-3.4,-0.1
147,Pau Gasol,PF,82,3007,551,1064,0.518,1,5,0.2,550,1059,0.519,0.518,338,477,0.709,238,492,730,223,41,169,224,195,1441,19.5,0.566,0.005,0.448,8.8,18.2,13.5,13.8,0.7,3.9,15.0,22.6,4.8,2.8,7.6,0.121,1.5,0.2,1.7,2.8
158,Eddie Griffin,PF,73,1896,244,666,0.366,90,273,0.33,154,393,0.392,0.434,64,86,0.744,117,299,416,53,17,134,47,117,642,13.8,0.456,0.41,0.129,7.0,18.2,12.5,4.8,0.5,4.8,6.3,18.4,1.0,1.4,2.4,0.061,-0.3,-0.6,-0.9,0.5
174,Trenton Hassell,SG,78,2237,267,628,0.425,60,165,0.364,207,463,0.447,0.473,87,114,0.763,65,190,255,172,55,44,101,184,681,10.4,0.502,0.263,0.182,3.3,10.2,6.7,13.0,1.3,1.5,13.0,16.0,0.6,0.9,1.5,0.033,-1.7,-1.0,-2.7,-0.4
175,Kirk Haston,PF,15,77,11,39,0.282,0,3,0.0,11,36,0.306,0.282,4,8,0.5,5,15,20,5,0,1,3,9,26,4.0,0.306,0.077,0.205,7.4,22.2,14.8,11.0,0.0,0.9,6.6,27.0,-0.3,0.1,-0.2,-0.116,-7.5,-3.8,-11.3,-0.2
176,Brendan Haywood,C,62,1266,109,221,0.493,0,0,,109,221,0.493,0.493,97,160,0.606,143,179,322,29,21,91,50,158,315,13.7,0.54,0.0,0.724,13.0,16.6,14.8,3.5,0.9,5.3,14.6,12.4,1.7,1.4,3.1,0.116,-1.7,0.5,-1.3,0.2
189,Steven Hunter,C,53,516,67,147,0.456,0,0,,67,147,0.456,0.456,55,94,0.585,40,57,97,5,5,43,16,81,189,12.9,0.502,0.0,0.639,8.6,12.4,10.5,1.5,0.5,5.8,7.8,17.7,0.5,0.5,1.0,0.094,-3.7,-0.4,-4.0,-0.3
204,Richard Jefferson,SF,79,1917,270,591,0.457,13,56,0.232,257,535,0.48,0.468,189,265,0.713,85,208,293,140,64,48,107,211,742,13.4,0.524,0.095,0.448,4.9,12.2,8.6,11.7,1.7,1.8,13.1,19.1,1.8,2.9,4.7,0.117,-1.3,0.9,-0.4,0.8
209,Joe Johnson,SG,77,1916,251,584,0.43,38,130,0.292,213,454,0.469,0.462,41,53,0.774,75,182,257,179,59,20,71,114,581,11.8,0.478,0.223,0.091,4.3,10.8,7.5,15.0,1.6,0.8,10.5,16.0,1.1,1.9,3.0,0.075,-1.2,0.5,-0.7,0.6
209,Joe Johnson,SG,48,1003,130,296,0.439,24,88,0.273,106,208,0.51,0.48,20,26,0.769,40,99,139,74,33,9,28,59,304,12.0,0.494,0.297,0.088,4.3,11.1,7.6,12.5,1.7,0.7,8.3,15.2,0.8,1.2,2.0,0.094,-1.2,0.7,-0.4,0.4
209,Joe Johnson,SG,29,913,121,288,0.42,14,42,0.333,107,246,0.435,0.444,21,27,0.778,35,83,118,105,26,11,43,55,277,11.5,0.462,0.146,0.094,4.3,10.4,7.3,17.7,1.5,0.9,12.5,16.8,0.3,0.7,1.0,0.054,-1.2,0.2,-1.0,0.2
210,Alvin Jones,C,23,126,8,20,0.4,0,0,,8,20,0.4,0.4,10,20,0.5,13,23,36,3,3,9,11,35,26,6.2,0.451,0.0,1.0,11.8,20.5,16.2,3.7,1.3,5.4,27.6,14.5,-0.2,0.3,0.1,0.034,-9.5,0.9,-8.7,-0.2
281,Terence Morris,SF,68,1110,111,289,0.384,15,78,0.192,96,211,0.455,0.41,18,28,0.643,77,134,211,64,21,27,45,72,255,9.5,0.423,0.27,0.097,7.8,14.0,10.9,9.5,1.0,1.7,13.0,14.5,-0.2,0.4,0.2,0.009,-2.2,-1.1,-3.3,-0.4
284,Troy Murphy,PF,82,1448,178,423,0.421,3,9,0.333,175,414,0.423,0.424,121,156,0.776,99,223,322,70,36,21,84,217,480,10.3,0.488,0.021,0.369,7.1,17.0,11.9,7.6,1.3,1.0,14.6,16.7,0.7,0.7,1.4,0.046,-3.3,-1.0,-4.3,-0.8
313,Tony Parker,PG,77,2267,268,639,0.419,61,189,0.323,207,450,0.46,0.467,108,160,0.675,33,164,197,334,89,7,151,166,705,11.7,0.497,0.296,0.25,1.7,8.0,5.0,23.9,2.1,0.2,17.5,17.7,0.8,2.9,3.8,0.08,-1.7,0.6,-1.1,0.6
333,Vladimir Radmanović,PF,61,1230,146,354,0.412,66,157,0.42,80,197,0.406,0.506,49,72,0.681,45,185,230,81,56,24,72,119,407,12.7,0.528,0.444,0.203,4.4,17.4,11.0,9.8,2.5,1.5,15.7,17.3,0.6,1.5,2.1,0.084,-0.2,0.8,0.6,0.8
334,Zach Randolph,PF,41,238,48,107,0.449,0,0,,48,107,0.449,0.449,18,27,0.667,31,38,69,13,7,4,15,29,114,16.9,0.479,0.0,0.252,15.1,19.0,17.0,9.8,1.6,1.3,11.2,25.7,0.2,0.3,0.5,0.098,-1.3,-1.7,-3.0,-0.1
341,Jason Richardson,SG,80,2629,464,1090,0.426,82,246,0.333,382,844,0.453,0.463,141,210,0.671,124,216,340,236,106,31,160,195,1151,13.8,0.487,0.226,0.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,2.0,0.9,2.9,0.052,0.1,-1.0,-0.9,0.7
359,Jeryl Sasser,SG,7,36,3,14,0.214,0,0,,3,14,0.214,0.214,4,5,0.8,3,4,7,2,3,0,2,3,10,7.0,0.309,0.0,0.357,9.2,12.5,10.9,8.0,4.3,0.0,11.0,22.6,-0.1,0.1,-0.1,-0.07,-7.7,0.1,-7.6,0.0
360,Kenny Satterfield,PG,36,560,73,199,0.367,7,27,0.259,66,172,0.384,0.384,36,46,0.783,17,35,52,108,31,1,53,43,189,11.5,0.431,0.136,0.231,3.3,7.5,5.3,31.8,2.9,0.1,19.5,21.8,-0.5,0.3,-0.2,-0.014,-2.5,-1.1,-3.5,-0.2
361,Brian Scalabrine,PF,28,290,23,67,0.343,3,10,0.3,20,57,0.351,0.366,11,15,0.733,12,39,51,21,9,2,24,39,60,4.2,0.408,0.149,0.224,4.6,15.2,9.9,10.5,1.6,0.5,24.6,15.1,-0.5,0.4,-0.1,-0.015,-6.4,0.0,-6.4,-0.3
365,Bobby Simmons,SF,30,343,43,95,0.453,4,14,0.286,39,81,0.481,0.474,22,30,0.733,25,27,52,17,13,5,14,31,112,13.2,0.518,0.147,0.316,8.4,9.3,8.8,8.0,2.1,1.1,11.5,16.4,0.4,0.2,0.7,0.092,0.3,-0.3,0.0,0.2
375,Will Solomon,SG,62,872,113,331,0.341,46,162,0.284,67,169,0.396,0.411,49,73,0.671,12,56,68,92,35,7,62,76,321,8.8,0.442,0.489,0.221,1.5,7.2,4.3,17.8,2.1,0.6,14.6,22.1,-0.9,0.5,-0.5,-0.027,-3.3,-1.1,-4.4,-0.5
399,Jamaal Tinsley,PG,80,2442,289,760,0.38,42,175,0.24,247,585,0.422,0.408,131,186,0.704,78,220,298,647,138,40,270,248,751,13.4,0.446,0.23,0.245,3.7,9.9,6.9,42.8,3.0,1.2,24.3,20.7,-1.3,2.9,1.7,0.033,-0.6,0.2,-0.4,1.0
403,Jeff Trepagnier,SG,12,77,7,23,0.304,0,1,0.0,7,22,0.318,0.304,4,7,0.571,3,9,12,12,8,4,11,8,18,8.4,0.345,0.043,0.304,4.6,13.6,9.2,23.9,5.5,3.8,29.7,22.1,-0.3,0.1,-0.2,-0.114,-5.0,4.0,-1.1,0.0
414,Gerald Wallace,SF,54,430,75,175,0.429,0,7,0.0,75,168,0.446,0.429,23,46,0.5,49,40,89,27,19,6,22,46,173,13.3,0.443,0.04,0.263,12.4,9.8,11.1,9.6,2.2,0.9,10.1,22.0,0.1,0.6,0.6,0.071,-2.0,-0.4,-2.4,0.0
418,Earl Watson,PG,64,964,96,212,0.453,16,44,0.364,80,168,0.476,0.491,23,36,0.639,31,52,83,125,60,5,51,93,231,11.6,0.507,0.208,0.17,3.9,6.2,5.1,18.8,3.4,0.4,18.3,13.4,0.7,0.8,1.5,0.076,-1.8,1.6,-0.2,0.4
424,Rodney White,SF,16,129,21,60,0.35,2,9,0.222,19,51,0.373,0.367,12,14,0.857,2,16,18,12,9,2,14,6,56,11.0,0.423,0.15,0.233,1.8,14.5,8.2,16.6,3.7,1.1,17.5,29.3,-0.4,0.2,-0.2,-0.056,-4.7,0.2,-4.5,-0.1
437,Loren Woods,C,60,516,33,96,0.344,0,2,0.0,33,94,0.351,0.344,44,60,0.733,46,76,122,22,17,34,36,60,110,9.9,0.449,0.021,0.625,10.4,16.8,13.7,5.8,1.7,4.9,22.7,13.9,-0.2,0.7,0.5,0.047,-3.8,1.2,-2.5,-0.1
